CustomerKey,First Name,Last Name,Full Name,Gender,DateFirstPurchase,Customer City
18662,Kyle,Sharma,KyleSharma,Male,2022-11-09,Daly City
18663,Jason,Flores,JasonFlores,Male,2022-07-24,Mill Valley
18664,Robert,Long,RobertLong,Male,2022-02-02,Renton
18665,Olivia,Brooks,OliviaBrooks,FEMALE,2022-08-01,Burien
18666,Jordyn,Henderson,JordynHenderson,FEMALE,2022-06-27,Lynnwood
18667,Kelli,Ma,KelliMa,FEMALE,2022-10-02,Berkeley
18668,Brian,Sanders,BrianSanders,Male,2023-01-24,Lake Oswego
18669,Adam,Griffin,AdamGriffin,Male,2022-08-08,Palo Alto
18670,Melanie,Bryant,MelanieBryant,FEMALE,2022-11-10,Beverly Hills
18671,Melanie,Kelly,MelanieKelly,FEMALE,2022-03-08,San Carlos
18672,Anthony,Lewis,AnthonyLewis,Male,2022-08-22,Torrance
18673,James,Green,JamesGreen,Male,2022-07-10,Beverly Hills
18674,Isabelle,Bennett,IsabelleBennett,FEMALE,2022-05-27,Westminster
18675,Abigail,Martin,AbigailMartin,FEMALE,2022-04-14,Grossmont
18676,Jesse,Young,JesseYoung,Male,2022-05-05,Lynnwood
18677,Logan,Shan,LoganShan,Male,2022-02-03,Cliffside
18678,Sean,Watson,SeanWatson,Male,2022-06-15,Spring Valley
18679,Seth,Wood,SethWood,Male,2022-11-20,Renton
18680,David,Shan,DavidShan,Male,2022-11-03,Bellflower
18681,Jacqueline,Griffin,JacquelineGriffin,FEMALE,2022-03-24,Lemon Grove
18682,Emily,Bennett,EmilyBennett,FEMALE,2022-09-26,Lincoln Acres
18683,Robert,Walker,RobertWalker,Male,2022-06-07,Santa Cruz
18684,Makayla,Watson,MakaylaWatson,FEMALE,2022-11-13,Spring Valley
18685,Sean,Rogers,SeanRogers,Male,2022-07-20,Newton
18686,Logan,Coleman,LoganColeman,Male,2022-03-28,Port Hammond
18687,Olivia,Smith,OliviaSmith,FEMALE,2022-02-09,Burlingame
18688,Antonio,Barnes,AntonioBarnes,Male,2022-08-16,Port Orchard
18689,Miguel,Miller,MiguelMiller,Male,2022-06-08,Everett
18690,Carlos,Rivera,CarlosRivera,Male,2022-10-17,Bremerton
18691,Claudia,Zheng,ClaudiaZheng,FEMALE,2020-06-28,Lane Cove
18692,Preston,Mehta,PrestonMehta,Male,2020-06-23,Lavender Bay
18693,Ann,Subram,AnnSubram,FEMALE,2020-06-07,Caloundra
18694,Derrick,Gomez,DerrickGomez,Male,2020-06-02,Newcastle
18695,Aaron,Diaz,AaronDiaz,Male,2020-06-01,Melton
18696,Mindy,Black,MindyBlack,FEMALE,2020-06-12,Hervey Bay
18697,Tara,Lal,TaraLal,FEMALE,2020-06-18,Lane Cove
18698,Jaclyn,Chande,JaclynChande,FEMALE,2020-06-24,Newcastle
18699,Blake,Griffin,BlakeGriffin,Male,2020-06-22,Gold Coast
18700,Ernest,Zhao,ErnestZhao,Male,2020-06-08,Seaford
18701,Kenneth,Lal,KennethLal,Male,2020-06-18,Sunbury
18702,Adriana,Smith,AdrianaSmith,FEMALE,2020-06-29,Coffs Harbour
18703,Vincent,Huang,VincentHuang,Male,2020-06-10,Hawthorne
18704,Lacey,Goel,LaceyGoel,FEMALE,2022-03-19,Springwood
18705,Karl,Goel,KarlGoel,Male,2022-05-24,East Brisbane
18706,Darryl,Zheng,DarrylZheng,Male,2020-07-16,Goulburn
18707,Marshall,She,MarshallShe,Male,2022-02-20,Hobart
18708,Micah,Zhao,MicahZhao,Male,2020-07-09,Milsons Point
18709,Darren,Hernandez,DarrenHernandez,Male,2020-07-29,South Melbourne
18710,Ricardo,Xie,RicardoXie,Male,2020-07-07,St. Leonards
18711,Emma,Diaz,EmmaDiaz,FEMALE,2022-09-17,Geelong
18712,Glenn,Guo,GlennGuo,Male,2022-03-29,Rockhampton
18713,Rosa,Yang,RosaYang,FEMALE,2022-10-27,Newcastle
18714,Francisco,Lopez,FranciscoLopez,Male,2022-03-11,Springwood
18715,Rafael,Rai,RafaelRai,Male,2022-07-09,Hervey Bay
18716,Seth,Campbell,SethCampbell,Male,2020-07-12,Hervey Bay
18717,Cassandra,Suri,CassandraSuri,FEMALE,2022-08-17,South Melbourne
18718,Susan,Liu,SusanLiu,FEMALE,2020-07-30,Hawthorne
18719,Alberto,Suarez,AlbertoSuarez,Male,2022-04-06,Rhodes
18720,Taylor,Miller,TaylorMiller,FEMALE,2022-10-10,Hobart
18721,Andy,Gomez,AndyGomez,Male,2020-07-15,Malabar
18722,Jonathon,Navarro,JonathonNavarro,Male,2020-07-08,St. Leonards
18723,Lacey,Ma,LaceyMa,FEMALE,2020-07-24,Port Macquarie
18724,Denise,Fernandez,DeniseFernandez,FEMALE,2020-07-22,Bendigo
18725,Denise,Kapoor,DeniseKapoor,FEMALE,2020-07-09,Hobart
18726,Katrina,Anand,KatrinaAnand,FEMALE,2020-07-10,Matraville
18727,Hailey,Hernandez,HaileyHernandez,FEMALE,2022-07-13,Melbourne
18728,Roger,Luo,RogerLuo,Male,2022-08-21,Lavender Bay
18729,Evan,Parker,EvanParker,Male,2020-07-22,Melton
18730,Johnathan,Arthur,JohnathanArthur,Male,2022-10-03,Malabar
18731,Brett,Malhotra,BrettMalhotra,Male,2020-07-27,Darlinghurst
18732,Zachary,Jai,ZacharyJai,Male,2023-01-27,Warrnambool
18733,Rafael,Gao,RafaelGao,Male,2022-03-01,Gold Coast
18734,Barbara,Ashe,BarbaraAshe,FEMALE,2022-05-04,Brisbane
18735,Latasha,Moreno,LatashaMoreno,FEMALE,2020-07-11,Cloverdale
18736,Ashley,Patterson,AshleyPatterson,FEMALE,2020-07-26,Melbourne
18737,Ricky,Gomez,RickyGomez,Male,2020-07-27,Bendigo
18738,Tamara,Luo,TamaraLuo,FEMALE,2020-07-16,Rhodes
18739,Christy,Pal,ChristyPal,FEMALE,2020-07-20,Geelong
18740,Adam,Hill,AdamHill,Male,2020-07-08,Hobart
18741,Edgar,Martinez,EdgarMartinez,Male,2022-11-17,Melbourne
18742,Don,Guo,DonGuo,Male,2022-06-27,East Brisbane
18743,Glenn,Xu,GlennXu,Male,2022-04-03,Gold Coast
18744,April,Raje,AprilRaje,FEMALE,2022-06-04,Rhodes
18745,Brooke,James,BrookeJames,FEMALE,2022-08-19,Rockhampton
18746,Reginald,Alvarez,ReginaldAlvarez,Male,2020-07-02,Melton
18747,Jacquelyn,Diaz,JacquelynDiaz,FEMALE,2020-07-02,Townsville
18748,Gabrielle,Stewart,GabrielleStewart,FEMALE,2023-01-14,Caloundra
18749,Olivia,Stewart,OliviaStewart,FEMALE,2022-11-10,Newton
18750,Alexandra,Perry,AlexandraPerry,FEMALE,2022-09-29,La Jolla
18751,Kari,Schmidt,KariSchmidt,FEMALE,2022-02-15,Berkeley
18752,Samantha,Walker,SamanthaWalker,FEMALE,2022-03-22,Newport Beach
18753,James,Moore,JamesMoore,Male,2022-07-09,Portland
18754,Isabella,Mitchell,IsabellaMitchell,FEMALE,2022-03-11,Beverly Hills
18755,Christopher,Lewis,ChristopherLewis,Male,2022-03-26,Haney
18756,Isabella,Thompson,IsabellaThompson,FEMALE,2022-07-31,Westminster
18757,Frederick,Srini,FrederickSrini,Male,2022-02-08,Bellingham
18758,Devin,Price,DevinPrice,Male,2022-02-20,Cliffside
18759,Devin,Phillips,DevinPhillips,Male,2022-05-19,Sooke
18760,Morgan,Wood,MorganWood,FEMALE,2022-02-27,Downey
18761,Luis,Wright,LuisWright,Male,2022-08-23,Glendale
18762,Arthur,Wilson,ArthurWilson,FEMALE,2022-11-17,Newport Beach
18763,Julie,Chander,JulieChander,FEMALE,2022-05-15,Malabar
18764,Natalie,Scott,NatalieScott,FEMALE,2022-07-20,Redwood City
18765,Noah,Shan,NoahShan,Male,2022-10-02,Yakima
18766,Francisco,Sai,FranciscoSai,Male,2020-07-16,Darlinghurst
18767,Gary,Alonso,GaryAlonso,Male,2020-07-14,Hervey Bay
18768,Dalton,Garcia,DaltonGarcia,Male,2020-07-25,Gold Coast
18769,Theresa,Dominguez,TheresaDominguez,FEMALE,2020-07-18,Lane Cove
18770,Aaron,Hernandez,AaronHernandez,Male,2022-08-22,Burbank
18771,Robert,Green,RobertGreen,Male,2022-10-22,Glendale
18772,Julia,Hill,JuliaHill,FEMALE,2022-06-21,Lincoln Acres
18773,Cassidy,Price,CassidyPrice,FEMALE,2022-05-19,Lincoln Acres
18774,Justin,Flores,JustinFlores,Male,2023-01-26,Woodland Hills
18775,Andrea,Bell,AndreaBell,FEMALE,2022-02-02,Oregon City
18776,Connor,Allen,ConnorAllen,Male,2022-05-31,Lincoln Acres
18777,Richard,Clark,RichardClark,Male,2022-03-14,Downey
18778,Miguel,Washington,MiguelWashington,Male,2022-09-22,National City
18779,Jose,Hill,JoseHill,Male,2022-11-03,Novato
18780,Evan,Carter,EvanCarter,Male,2022-11-04,Novato
18781,Hunter,Lewis,HunterLewis,Male,2022-12-26,Spring Valley
18782,Patrick,Reed,PatrickReed,Male,2022-12-18,Grossmont
18783,Michael,Martin,MichaelMartin,Male,2022-12-26,W. Linn
18784,Trinity,Brooks,TrinityBrooks,FEMALE,2022-10-15,Santa Monica
18785,Sara,Rivera,SaraRivera,FEMALE,2022-11-28,Port Hammond
18786,Dustin,Chande,DustinChande,Male,2022-04-03,Bellflower
18787,Mya,Wood,MyaWood,FEMALE,2022-09-17,Issaquah
18788,Madison,Thompson,MadisonThompson,FEMALE,2022-11-21,N. Vancouver
18789,Seth,Robinson,SethRobinson,Male,2022-12-21,Yakima
18790,Julia,Martin,JuliaMartin,FEMALE,2022-11-18,Renton
18791,Megan,Blue,MeganBlue,FEMALE,2022-12-21,Sedro Woolley
18792,Gabriella,Peterson,GabriellaPeterson,FEMALE,2022-11-24,W. Linn
18793,Angel,Cox,AngelCox,Male,2022-11-24,Warrnambool
18794,Andrew,Davis,AndrewDavis,Male,2022-11-02,Long Beach
18795,Nathan,Alexander,NathanAlexander,Male,2022-05-08,Royal Oak
18796,Marvin,Ruiz,MarvinRuiz,Male,2022-10-09,Sydney
18797,Evan,Murphy,EvanMurphy,Male,2023-01-21,Redmond
18798,Andrea,Allen,AndreaAllen,FEMALE,2022-10-31,Glendale
18799,Jacob,Lewis,JacobLewis,Male,2022-04-04,La Jolla
18800,Jennifer,Phillips,JenniferPhillips,FEMALE,2022-11-06,Lake Oswego
18801,Dawn,Yuan,DawnYuan,FEMALE,2022-10-30,Berkeley
18802,Mario,Shen,MarioShen,Male,2022-11-26,Bremerton
18803,Cedric,Zheng,CedricZheng,Male,2022-12-06,Bremerton
18804,Aaron,Gonzales,AaronGonzales,Male,2022-12-16,Novato
18805,Tracy,Simpson,TracySimpson,FEMALE,2023-01-27,Beaverton
18806,Kaitlyn,Torres,KaitlynTorres,FEMALE,2022-11-30,Corvallis
18807,Spencer,Bennett,SpencerBennett,Male,2022-03-27,Chula Vista
18808,Gabrielle,Perez,GabriellePerez,FEMALE,2022-12-17,Colma
18809,Jason,King,JasonKing,Male,2022-04-01,Beaverton
18810,Casey,Dominguez,CaseyDominguez,Male,2022-11-09,Burien
18811,Samuel,Perry,SamuelPerry,Male,2022-02-22,Oak Bay
18812,Kyle,Adams,KyleAdams,Male,2022-03-01,Victoria
18813,Kristy,Hernandez,KristyHernandez,FEMALE,2023-01-20,Ballard
18814,Evan,Adams,EvanAdams,Male,2022-07-10,Everett
18815,Abigail,Rogers,AbigailRogers,FEMALE,2022-09-20,Lynnwood
18816,Taylor,Smith,TaylorSmith,FEMALE,2022-02-28,Oregon City
18817,Brittany,Russell,BrittanyRussell,FEMALE,2022-12-24,Puyallup
18818,Lucas,Torres,LucasTorres,Male,2022-12-20,National City
18819,Miranda,Bennett,MirandaBennett,FEMALE,2022-12-05,Santa Cruz
18820,Alexandria,Cook,AlexandriaCook,FEMALE,2022-07-08,West Covina
18821,Juan,Morgan,JuanMorgan,Male,2022-06-14,Newton
18822,Gregory,Ferrier,GregoryFerrier,Male,2022-08-10,Beaverton
18823,Russell,Xu,RussellXu,Male,2022-06-06,Bellflower
18824,Elijah,Collins,ElijahCollins,Male,2022-11-29,La Jolla
18825,Brandon,Smith,BrandonSmith,Male,2022-09-09,San Carlos
18826,Allison,Stewart,AllisonStewart,FEMALE,2022-03-13,Royal Oak
18827,Carmen,Raman,CarmenRaman,FEMALE,2022-12-27,Beaverton
18828,Morgan,Wright,MorganWright,FEMALE,2022-09-15,Everett
18829,Jackson,Simmons,JacksonSimmons,Male,2022-12-03,Issaquah
18830,Kristine,Ortega,KristineOrtega,FEMALE,2022-11-17,Bellflower
18831,Andy,Hernandez,AndyHernandez,Male,2022-12-26,Bellflower
18832,Dylan,Jackson,DylanJackson,Male,2022-12-12,Redwood City
18833,Morgan,Baker,MorganBaker,FEMALE,2022-12-09,Lakewood
18834,Ana,Foster,AnaFoster,FEMALE,2022-12-28,Edmonds
18835,Isabelle,Coleman,IsabelleColeman,FEMALE,2022-01-29,El Cajon
18836,Nicole,Cooper,NicoleCooper,FEMALE,2022-03-27,Puyallup
18837,Amanda,Hernandez,AmandaHernandez,FEMALE,2022-06-05,Spring Valley
18838,Natalie,Morris,NatalieMorris,FEMALE,2022-12-17,Spring Valley
18839,Don,Lee,DonLee,Male,2022-11-10,Port Hammond
18840,Alexandria,Barnes,AlexandriaBarnes,FEMALE,2022-11-29,Puyallup
18841,Gabriella,Campbell,GabriellaCampbell,FEMALE,2022-05-02,Shawnee
18842,James,Gonzalez,JamesGonzalez,Male,2022-05-10,Victoria
18843,Luis,Perez,LuisPerez,Male,2022-11-20,Beaverton
18844,Dalton,Hernandez,DaltonHernandez,Male,2022-06-21,Renton
18845,Katherine,Hughes,KatherineHughes,FEMALE,2022-04-22,Tacoma
18846,Deb,Hughes,DebHughes,Male,2023-01-03,Walla Walla
18847,Ariana,Richardson,ArianaRichardson,FEMALE,2022-08-19,Woodburn
18848,Christian,Harris,ChristianHarris,Male,2022-12-13,Berkeley
18849,Faith,Flores,FaithFlores,FEMALE,2022-12-03,Port Orchard
18850,Ethan,Hughes,EthanHughes,Male,2022-12-05,Mill Valley
18851,Dalton,Cook,DaltonCook,Male,2022-12-12,Long Beach
18852,Allison,Sanders,AllisonSanders,FEMALE,2022-08-08,Port Hammond
18853,Jacqueline,Gray,JacquelineGray,FEMALE,2022-04-26,Corvallis
18854,Hunter,Turner,HunterTurner,Male,2022-12-19,Kirkland
18855,Robert,Zhang,RobertZhang,Male,2022-05-19,N. Vancouver
18856,Thomas,Green,ThomasGreen,Male,2022-12-23,Palo Alto
18857,Sebastian,Sanders,SebastianSanders,Male,2022-12-20,Edmonds
18858,Miguel,Parker,MiguelParker,Male,2022-12-19,Lincoln Acres
18859,Olivia,Henderson,OliviaHenderson,FEMALE,2022-06-18,Royal Oak
18860,Sydney,Foster,SydneyFoster,FEMALE,2022-12-06,Renton
18861,Ashley,Wood,AshleyWood,FEMALE,2022-10-10,Ballard
18862,Luke,Zhang,LukeZhang,Male,2022-12-04,Beverly Hills
18863,Charles,Scott,CharlesScott,Male,2022-12-20,West Covina
18864,Elijah,Long,ElijahLong,Male,2022-12-05,San Gabriel
18865,Ashley,Hayes,AshleyHayes,FEMALE,2022-12-12,Kirkland
18866,Miguel,Scott,MiguelScott,Male,2022-12-12,Concord
18867,Thomas,Perry,ThomasPerry,Male,2022-12-03,Milwaukie
18868,Adam,Long,AdamLong,Male,2022-11-29,Long Beach
18869,Ashley,Flores,AshleyFlores,FEMALE,2022-11-30,National City
18870,Ana,Barnes,AnaBarnes,FEMALE,2023-01-21,Beaverton
18871,Ruben,Rubio,RubenRubio,Male,2022-02-04,Burnaby
18872,Miguel,Severino,MiguelSeverino,Male,2022-10-20,Bremerton
18873,Austin,Rodriguez,AustinRodriguez,Male,2022-08-11,W. Linn
18874,Julia,Green,JuliaGreen,FEMALE,2022-08-03,Sedro Woolley
18875,Devin,Watson,DevinWatson,Male,2022-09-03,Westminster
18876,Luke,Chen,LukeChen,Male,2022-12-15,Beverly Hills
18877,Evan,Hall,EvanHall,Male,2022-05-08,Berkeley
18878,Mallory,Ramos,MalloryRamos,FEMALE,2022-12-01,Colma
18879,Garrett,Morgan,GarrettMorgan,Male,2022-11-05,Colma
18880,Jarrod,Sanchez,JarrodSanchez,Male,2022-10-14,Beaverton
18881,Kimberly,James,KimberlyJames,FEMALE,2022-12-23,Oregon City
18882,Dalton,Hayes,DaltonHayes,Male,2022-11-26,Shawnee
18883,Jonathan,Garcia,JonathanGarcia,Male,2022-03-12,Langford
18884,Bryan,Reed,BryanReed,Male,2022-08-16,Port Hammond
18885,Cara,Ma,CaraMa,FEMALE,2022-02-09,Newcastle
18886,Donald,McDonald,DonaldMcDonald,Male,2022-09-26,Ballard
18887,Kari,Hernandez,KariHernandez,FEMALE,2022-12-27,Ballard
18888,Devin,Powell,DevinPowell,Male,2022-04-24,Kirkland
18889,Katelyn,Murphy,KatelynMurphy,FEMALE,2022-02-01,Marysville
18890,Lauren,Blue,LaurenBlue,FEMALE,2022-07-17,Redmond
18891,Megan,James,MeganJames,FEMALE,2022-12-31,Bellflower
18892,Chase,Howard,ChaseHoward,Male,2022-11-15,Colma
18893,Devin,White,DevinWhite,Male,2022-03-16,Imperial Beach
18894,Eric,Allen,EricAllen,Male,2022-12-14,Newport Beach
18895,Marco,Madan,MarcoMadan,Male,2022-02-26,Cloverdale
18896,Jonathan,Russell,JonathanRussell,Male,2022-04-19,Hobart
18897,Russell,Black,RussellBlack,Male,2022-09-01,Silverwater
18898,Monica,Chandra,MonicaChandra,FEMALE,2022-03-08,Silverwater
18899,Glenn,Liu,GlennLiu,Male,2020-07-03,Findon
18900,Mathew,Torres,MathewTorres,Male,2020-07-14,North Sydney
18901,Connor,Shan,ConnorShan,Male,2022-06-15,Wollongong
18902,Steve,Chen,SteveChen,Male,2020-07-20,Melbourne
18903,Louis,Zeng,LouisZeng,Male,2020-07-17,Sydney
18904,Emma,Thomas,EmmaThomas,FEMALE,2022-09-17,San Carlos
18905,Samuel,Adams,SamuelAdams,Male,2022-12-20,Marysville
18906,Adrienne,Gutierrez,AdrienneGutierrez,FEMALE,2020-07-03,Perth
18907,Priscilla,Nara,PriscillaNara,FEMALE,2020-07-21,East Brisbane
18908,Krystal,Sun,KrystalSun,FEMALE,2020-07-26,Hawthorne
18909,Jodi,Chavez,JodiChavez,FEMALE,2020-07-03,Cranbourne
18910,Marco,Perez,MarcoPerez,Male,2022-11-11,Beaverton
18911,Elijah,McDonald,ElijahMcDonald,Male,2022-11-22,Lynnwood
18912,Tyler,Williams,TylerWilliams,Male,2022-06-07,Lynnwood
18913,Jesse,Stewart,JesseStewart,Male,2022-10-05,Burbank
18914,Felicia,Ruiz,FeliciaRuiz,FEMALE,2022-12-12,Burbank
18915,Sydney,Gonzalez,SydneyGonzalez,FEMALE,2022-08-02,El Cajon
18916,Christian,Moore,ChristianMoore,Male,2022-09-04,Palo Alto
18917,Jonathan,Nelson,JonathanNelson,Male,2022-09-20,Spring Valley
18918,Jacqueline,Ross,JacquelineRoss,FEMALE,2022-08-18,Spokane
18919,Eduardo,Hernandez,EduardoHernandez,Male,2022-03-14,Oak Bay
18920,Jonathan,Young,JonathanYoung,Male,2023-01-18,Redwood City
18921,Rachel,Bailey,RachelBailey,FEMALE,2022-07-29,Marysville
18922,Madeline,Gonzalez,MadelineGonzalez,FEMALE,2022-11-28,Metchosin
18923,Cassandra,Kapoor,CassandraKapoor,FEMALE,2022-03-27,Bellingham
18924,Rachel,Williams,RachelWilliams,FEMALE,2022-06-05,Fremont
18925,Haley,Griffin,HaleyGriffin,FEMALE,2022-05-17,Port Hammond
18926,Alexandre,Lobao,AlexandreLobao,Male,2022-02-11,Newton
18927,Arianna,Cox,AriannaCox,FEMALE,2022-07-07,Langford
18928,Carmen,Prasad,CarmenPrasad,FEMALE,2020-07-29,Newcastle
18929,Donald,Garcia,DonaldGarcia,Male,2020-07-20,Perth
18930,Katelyn,Richardson,KatelynRichardson,FEMALE,2020-07-24,Warrnambool
18931,Rosa,She,RosaShe,FEMALE,2020-07-19,Townsville
18932,Carl,Chande,CarlChande,Male,2022-03-24,Springwood
18933,Kelli,Huang,KelliHuang,FEMALE,2022-08-09,Bellingham
18934,Jeremiah,Moore,JeremiahMoore,Male,2022-09-18,Tacoma
18935,Jasmine,Jenkins,JasmineJenkins,FEMALE,2022-02-01,La Jolla
18936,Morgan,Collins,MorganCollins,FEMALE,2022-06-03,Woodland Hills
18937,Ian,Reed,IanReed,Male,2022-12-01,Oakland
18938,Lucas,Lopez,LucasLopez,Male,2022-10-18,Fremont
18939,Hunter,McDonald,HunterMcDonald,Male,2023-01-22,Woodland Hills
18940,Seth,Bell,SethBell,Male,2022-11-07,Portland
18941,Philip,Torres,PhilipTorres,Male,2022-12-25,Beaverton
18942,Billy,Ortega,BillyOrtega,Male,2022-07-15,Bellflower
18943,Kaitlyn,Hall,KaitlynHall,FEMALE,2022-08-27,Redmond
18944,Marcus,Taylor,MarcusTaylor,Male,2022-07-05,N. Vancouver
18945,Marcus,Cox,MarcusCox,Male,2022-12-28,Lemon Grove
18946,Brandon,Simmons,BrandonSimmons,Male,2022-08-12,Colma
18947,Devin,Bryant,DevinBryant,Male,2022-07-31,Lincoln Acres
18948,Sydney,Bailey,SydneyBailey,FEMALE,2022-08-20,Concord
18949,Jackson,Hall,JacksonHall,Male,2022-08-19,Salem
18950,Lauren,Alexander,LaurenAlexander,FEMALE,2022-11-06,N. Vancouver
18951,Dalton,Jones,DaltonJones,Male,2022-11-27,Shawnee
18952,Chloe,Hernandez,ChloeHernandez,FEMALE,2023-01-13,Milwaukie
18953,Mya,Patterson,MyaPatterson,FEMALE,2022-09-15,Bellflower
18954,Dalton,Young,DaltonYoung,Male,2022-11-21,Fremont
18955,Justin,Jones,JustinJones,Male,2022-11-29,Palo Alto
18956,Sara,Howard,SaraHoward,FEMALE,2022-12-21,San Carlos
18957,Mackenzie,Lopez,MackenzieLopez,FEMALE,2022-01-24,Burien
18958,Natalie,Sanchez,NatalieSanchez,FEMALE,2022-01-05,Chula Vista
18959,Seth,Morris,SethMorris,Male,2022-11-03,Westminster
18960,Marcus,Johnson,MarcusJohnson,Male,2022-01-31,Novato
18961,Jeremiah,Henderson,JeremiahHenderson,Male,2022-11-16,Shawnee
18962,Seth,Parker,SethParker,Male,2022-02-03,Colma
18963,Amber,Collins,AmberCollins,FEMALE,2022-02-19,Renton
18964,Thomas,Gonzalez,ThomasGonzalez,Male,2022-04-20,National City
18965,Richard,Turner,RichardTurner,Male,2023-01-19,Downey
18966,Carly,Rai,CarlyRai,FEMALE,2022-03-08,Berkeley
18967,Xavier,Clark,XavierClark,Male,2022-02-09,Los Angeles
18968,Isaiah,Lopez,IsaiahLopez,Male,2022-10-27,N. Vancouver
18969,Anna,Cox,AnnaCox,FEMALE,2023-01-13,Lynnwood
18970,Jason,Roberts,JasonRoberts,Male,2022-11-17,Los Angeles
18971,Wyatt,Moore,WyattMoore,Male,2022-11-17,N. Vancouver
18972,Benjamin,Butler,BenjaminButler,Male,2022-11-02,Port Hammond
18973,Kate,Yuan,KateYuan,FEMALE,2022-02-22,Burlingame
18974,James,Rodriguez,JamesRodriguez,Male,2022-02-25,La Jolla
18975,Samuel,Bryant,SamuelBryant,Male,2022-06-06,Lakewood
18976,Garrett,Howard,GarrettHoward,Male,2022-11-30,Corvallis
18977,Jackson,Wang,JacksonWang,Male,2022-12-06,Beaverton
18978,Isaiah,Morgan,IsaiahMorgan,Male,2022-05-02,Langley
18979,Noah,Taylor,NoahTaylor,Male,2022-12-09,Spring Valley
18980,Sophia,Hernandez,SophiaHernandez,FEMALE,2022-12-06,Corvallis
18981,Savannah,Watson,SavannahWatson,FEMALE,2022-08-06,Palo Alto
18982,Kyle,Baker,KyleBaker,Male,2022-12-02,Kirkland
18983,Destiny,Price,DestinyPrice,FEMALE,2022-06-17,San Gabriel
18984,Shelby,Rivera,ShelbyRivera,FEMALE,2022-03-23,Issaquah
18985,Paige,Bailey,PaigeBailey,FEMALE,2022-11-22,Burien
18986,Robert,Roberts,RobertRoberts,Male,2022-02-10,Vancouver
18987,Hunter,Adams,HunterAdams,Male,2022-01-30,Portland
18988,Courtney,Baker,CourtneyBaker,FEMALE,2022-11-01,Fremont
18989,Cindy,Suri,CindySuri,FEMALE,2022-08-30,Burlingame
18990,Amanda,Henderson,AmandaHenderson,FEMALE,2022-02-13,Bellingham
18991,Evan,Cook,EvanCook,Male,2022-12-01,Bremerton
18992,David,Perry,DavidPerry,Male,2022-06-13,Los Angeles
18993,Kevin,Ross,KevinRoss,Male,2022-12-08,Berkeley
18994,Jackson,Allen,JacksonAllen,Male,2022-11-06,Issaquah
18995,Melissa,Gray,MelissaGray,FEMALE,2022-10-24,Bellflower
18996,Katherine,Turner,KatherineTurner,FEMALE,2022-12-27,West Covina
18997,Eric,King,EricKing,Male,2022-08-31,Tacoma
18998,Aidan,Bennett,AidanBennett,Male,2022-12-06,Oregon City
18999,Mackenzie,Watson,MackenzieWatson,FEMALE,2022-12-12,Lebanon
19000,Makayla,Blue,MakaylaBlue,FEMALE,2022-11-06,Westminster
19001,Fernando,Brown,FernandoBrown,Male,2022-03-14,Westminster
19002,Alexis,Thompson,AlexisThompson,FEMALE,2022-12-10,Seattle
19003,Jared,Stewart,JaredStewart,Male,2022-12-22,Novato
19004,Ian,Rogers,IanRogers,Male,2022-12-27,San Diego
19005,Lauren,Peterson,LaurenPeterson,FEMALE,2022-02-22,Seattle
19006,Leslie,Martin,LeslieMartin,FEMALE,2022-12-19,Beaverton
19007,Mackenzie,Sanchez,MackenzieSanchez,FEMALE,2022-09-04,Milwaukie
19008,Hailey,Murphy,HaileyMurphy,FEMALE,2022-12-04,Tacoma
19009,Arianna,Watson,AriannaWatson,FEMALE,2023-01-12,Berkeley
19010,Naomi,Ortega,NaomiOrtega,FEMALE,2022-02-16,Concord
19011,Maria,Cook,MariaCook,FEMALE,2022-07-13,Grossmont
19012,Oscar,Bryant,OscarBryant,Male,2022-08-11,Spring Valley
19013,Amanda,Phillips,AmandaPhillips,FEMALE,2022-03-25,Woodland Hills
19014,Jonathan,Hernandez,JonathanHernandez,Male,2022-05-17,Metchosin
19015,Thomas,Griffin,ThomasGriffin,Male,2022-03-18,Oak Bay
19016,Sierra,Wright,SierraWright,FEMALE,2022-12-14,Colma
19017,Zoe,Brooks,ZoeBrooks,FEMALE,2022-11-05,Colma
19018,Nicole,Gray,NicoleGray,FEMALE,2022-07-04,Daly City
19019,Jackson,Gonzales,JacksonGonzales,Male,2022-04-19,Palo Alto
19020,Jack,Flores,JackFlores,Male,2022-08-28,Downey
19021,Melissa,Russell,MelissaRussell,FEMALE,2022-03-18,Renton
19022,Samantha,Wood,SamanthaWood,FEMALE,2022-10-01,Grossmont
19023,Arianna,Powell,AriannaPowell,FEMALE,2022-03-08,Newport Beach
19024,Dalton,Russell,DaltonRussell,Male,2022-03-25,Issaquah
19025,Aaron,Roberts,AaronRoberts,Male,2022-03-14,Milwaukie
19026,Logan,Hayes,LoganHayes,Male,2022-03-04,Cliffside
19027,Mayra,Madan,MayraMadan,FEMALE,2020-12-28,Chatou
19028,Cedric,Wang,CedricWang,Male,2020-12-17,Les Ulis
19029,Alicia,Andersen,AliciaAndersen,FEMALE,2021-06-12,Berlin
19030,Marco,Arun,MarcoArun,Male,2021-07-21,Duesseldorf
19031,Regina,Perez,ReginaPerez,FEMALE,2021-12-18,London
19032,Katrina,Andersen,KatrinaAndersen,FEMALE,2021-12-05,London
19033,Omar,Lin,OmarLin,Male,2020-12-10,Paris
19034,Tabitha,Diaz,TabithaDiaz,FEMALE,2021-07-12,Erlangen
